customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00333,2017-12-25,Silver,Premium,18-24,Mobile,Footscray,20,13503.99,True,3011,VIC,Australia,hi,Store,Review,Desktop,mail.test,5+,Monthly
CUS00334,2015-10-05,Bronze,Premium,18-24,Store,Hawthorn,12,10007.28,False,3122,VIC,Australia,nl,Referral,Active,Tablet,mail.test,2,Monthly
CUS00335,2015-06-24,Platinum,Premium,18-24,Web,Footscray,4,4199.15,True,3011,VIC,Australia,ja,Organic,Active,Mobile,inbox.example,1,Quarterly
CUS00336,2013-10-05,Bronze,Value,35-44,Store,Northcote,7,3666.87,True,3070,VIC,Australia,de,Referral,Active,Desktop,mail.test,1,Monthly
CUS00337,2014-06-23,Silver,Mainstream,25-34,Web,Northcote,14,4343.05,True,3070,VIC,Australia,pl,Paid Search,Active,Desktop,inbox.example,3-4,Monthly
CUS00338,2014-05-23,Gold,Small Business,18-24,Mobile,Northcote,2,2141.47,True,3070,VIC,Australia,ru,Organic,Active,Desktop,inbox.example,1,Quarterly
CUS00339,2014-07-22,Bronze,Value,55+,Web,Melbourne,13,1165.1,True,3000,VIC,Australia,ja,Referral,Active,Desktop,inbox.example,5+,Weekly
CUS00340,2015-09-04,Bronze,Value,45-54,Mobile,Carlton,21,9115.02,True,3053,VIC,Australia,en,Store,Dormant,Tablet,inbox.example,5+,Weekly
CUS00341,2016-05-08,Bronze,Small Business,18-24,Store,Carlton,13,7730.54,True,3053,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00342,2013-02-08,Silver,Value,18-24,Store,St Kilda,18,11306.2,True,3182,VIC,Australia,fr,Social,Active,Mobile,example.net,5+,Quarterly
CUS00343,2017-11-18,Gold,Small Business,55+,Mobile,Richmond,6,1560.71,True,3121,VIC,Australia,pl,Social,Active,Mobile,mail.test,2,Monthly
CUS00344,2016-12-24,Platinum,Small Business,25-34,Mobile,Richmond,8,4601.66,False,3121,VIC,Australia,nl,Social,Active,Desktop,example.net,1,Monthly
CUS00345,2016-11-06,Bronze,Mainstream,55+,Web,Richmond,11,6919.14,False,3121,VIC,Australia,hi,Referral,Active,Tablet,mail.test,2,Monthly
CUS00346,2015-01-12,Platinum,Mainstream,45-54,Store,Southbank,19,11177.32,True,3006,VIC,Australia,ru,Social,Active,Tablet,mail.test,1,Essential only
CUS00347,2014-07-13,Gold,Value,25-34,Mobile,Docklands,18,9375.19,True,3008,VIC,Australia,it,Organic,Active,Desktop,inbox.example,3-4,Quarterly
CUS00348,2014-06-19,Gold,Premium,18-24,Web,Docklands,9,6893.46,True,3008,VIC,Australia,en,Social,Active,Desktop,mail.test,5+,Essential only
CUS00349,2017-11-24,Bronze,Mainstream,35-44,Store,Melbourne,20,9414.13,False,3000,VIC,Australia,it,Referral,Active,Tablet,mail.test,3-4,Quarterly
CUS00350,2013-02-11,Bronze,Mainstream,55+,Mobile,Brunswick,12,6418.4,True,3056,VIC,Australia,nl,Referral,Active,Mobile,mail.test,5+,Essential only
CUS00351,2016-10-04,Bronze,Mainstream,45-54,Web,Brunswick,15,7344.7,True,3056,VIC,Australia,de,Referral,Active,Desktop,inbox.example,1,Quarterly
CUS00352,2014-02-07,Bronze,Value,18-24,Store,Carlton,16,7109.08,True,3053,VIC,Australia,nl,Referral,Active,Mobile,example.net,2,Monthly
CUS00353,2015-04-13,Silver,Value,35-44,Store,St Kilda,0,224.88,True,3182,VIC,Australia,es,Store,Active,Tablet,inbox.example,1,Quarterly
CUS00354,2017-02-10,Platinum,Value,55+,Store,St Kilda,3,2063.73,True,3182,VIC,Australia,ar,Referral,Active,Tablet,mail.test,3-4,Weekly
CUS00355,2014-03-23,Bronze,Value,18-24,Store,St Kilda,0,434.11,False,3182,VIC,Australia,pl,Organic,Active,Mobile,mail.test,3-4,Quarterly
CUS00356,2017-06-22,Silver,Value,35-44,Mobile,Richmond,2,2218.58,True,3121,VIC,Australia,ar,Social,Dormant,Desktop,example.net,5+,Weekly
CUS00357,2015-07-25,Gold,Value,35-44,Store,Hawthorn,2,545.95,True,3122,VIC,Australia,es,Store,Active,Desktop,inbox.example,1,Weekly
CUS00358,2014-09-23,Bronze,Mainstream,45-54,Store,Richmond,5,4981.83,False,3121,VIC,Australia,pl,Referral,Active,Mobile,example.net,5+,Monthly
CUS00359,2017-04-25,Bronze,Premium,35-44,Web,Southbank,19,2372.52,True,3006,VIC,Australia,es,Referral,Active,Desktop,example.net,5+,Monthly
CUS00360,2015-09-19,Gold,Mainstream,25-34,Mobile,Brunswick,19,9247.87,True,3056,VIC,Australia,it,Organic,Active,Mobile,example.net,3-4,Quarterly
CUS00361,2017-01-08,Silver,Small Business,25-34,Store,Footscray,13,2411.88,True,3011,VIC,Australia,de,Social,Active,Desktop,mail.test,2,Weekly
CUS00362,2015-03-23,Silver,Premium,55+,Web,Richmond,7,6396.4,True,3121,VIC,Australia,nl,Store,Active,Tablet,mail.test,1,Essential only
CUS00363,2017-10-01,Bronze,Premium,25-34,Web,Melbourne,13,1969.5,True,3000,VIC,Australia,en,Organic,Dormant,Desktop,inbox.example,2,Essential only
CUS00364,2013-02-14,Bronze,Value,25-34,Mobile,St Kilda,21,13078.81,True,3182,VIC,Australia,hi,Paid Search,Active,Mobile,inbox.example,5+,Essential only
CUS00365,2014-11-27,Bronze,Value,45-54,Mobile,St Kilda,14,7577.83,True,3182,VIC,Australia,ja,Organic,Active,Desktop,inbox.example,1,Monthly
CUS00366,2017-06-23,Silver,Small Business,18-24,Mobile,Docklands,13,7519.8,False,3008,VIC,Australia,ru,Store,Active,Desktop,example.net,2,Essential only
CUS00367,2013-01-07,Gold,Value,25-34,Web,Northcote,10,2740.38,True,3070,VIC,Australia,nl,Referral,Active,Tablet,inbox.example,3-4,Essential only
CUS00368,2013-06-23,Silver,Premium,35-44,Store,Northcote,11,1728.63,True,3070,VIC,Australia,zh,Referral,Active,Desktop,example.net,2,Essential only
CUS00369,2013-09-05,Bronze,Mainstream,18-24,Web,Carlton,0,102.36,True,3053,VIC,Australia,ru,Social,Active,Desktop,inbox.example,5+,Weekly
CUS00370,2016-10-16,Platinum,Mainstream,25-34,Store,Northcote,10,3301.1,True,3070,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00371,2013-10-25,Gold,Small Business,45-54,Mobile,Carlton,1,825.44,True,3053,VIC,Australia,de,Social,Active,Mobile,inbox.example,2,Essential only
CUS00372,2015-12-06,Silver,Small Business,35-44,Store,Melbourne,0,193.35,True,3000,VIC,Australia,pt,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00373,2016-05-23,Silver,Premium,18-24,Web,Brunswick,18,2717.65,False,3056,VIC,Australia,es,Referral,Active,Desktop,inbox.example,1,Quarterly
CUS00374,2014-03-21,Bronze,Value,35-44,Mobile,Hawthorn,8,7657.53,True,3122,VIC,Australia,fr,Store,Active,Mobile,example.net,1,Quarterly
CUS00375,2014-08-17,Gold,Value,35-44,Store,Brunswick,15,9072.88,True,3056,VIC,Australia,ru,Store,Active,Desktop,inbox.example,5+,Monthly
CUS00376,2014-04-01,Bronze,Small Business,55+,Store,Footscray,21,13872.38,True,3011,VIC,Australia,en,Paid Search,Active,Tablet,example.net,1,Quarterly
CUS00377,2014-08-26,Bronze,Mainstream,35-44,Mobile,Northcote,14,7402.82,False,3070,VIC,Australia,it,Referral,Active,Mobile,inbox.example,1,Monthly
CUS00378,2013-08-06,Silver,Premium,25-34,Web,Northcote,6,5284.23,False,3070,VIC,Australia,en,Referral,Active,Tablet,inbox.example,2,Quarterly
CUS00379,2014-09-15,Gold,Mainstream,55+,Web,Northcote,0,97.75,False,3070,VIC,Australia,ar,Social,Active,Mobile,inbox.example,3-4,Monthly
CUS00380,2016-01-16,Silver,Premium,18-24,Web,Richmond,5,3565.46,False,3121,VIC,Australia,ru,Referral,Active,Mobile,example.net,3-4,Essential only
CUS00381,2015-06-01,Silver,Small Business,55+,Store,Southbank,17,3278.52,False,3006,VIC,Australia,pl,Organic,Dormant,Tablet,example.net,2,Essential only
CUS00382,2013-08-25,Gold,Premium,18-24,Mobile,Brunswick,1,299.4,False,3056,VIC,Australia,zh,Store,Active,Tablet,inbox.example,3-4,Quarterly
CUS00383,2014-04-17,Gold,Value,18-24,Mobile,Brunswick,17,8693.74,False,3056,VIC,Australia,pt,Social,Active,Tablet,inbox.example,1,Weekly
CUS00384,2013-08-12,Bronze,Mainstream,35-44,Store,Docklands,13,3628.06,True,3008,VIC,Australia,pl,Referral,Active,Tablet,example.net,1,Quarterly
CUS00385,2016-08-15,Gold,Premium,25-34,Mobile,Brunswick,13,10753.79,False,3056,VIC,Australia,ru,Paid Search,Active,Desktop,example.net,3-4,Monthly
CUS00386,2015-08-11,Silver,Premium,45-54,Store,Richmond,20,12416.26,True,3121,VIC,Australia,zh,Social,Active,Desktop,mail.test,2,Weekly
CUS00387,2014-12-09,Silver,Mainstream,45-54,Mobile,Southbank,14,11300.56,False,3006,VIC,Australia,ar,Paid Search,Active,Tablet,mail.test,2,Monthly
CUS00388,2016-12-21,Silver,Mainstream,18-24,Web,Northcote,4,3580.14,False,3070,VIC,Australia,pl,Organic,Active,Desktop,mail.test,3-4,Monthly
CUS00389,2013-05-11,Gold,Mainstream,25-34,Web,Hawthorn,7,2077.82,True,3122,VIC,Australia,ja,Paid Search,Active,Tablet,mail.test,5+,Quarterly
CUS00390,2016-11-23,Bronze,Premium,55+,Store,Docklands,20,15355.7,True,3008,VIC,Australia,ru,Organic,Active,Tablet,inbox.example,5+,Quarterly
CUS00391,2015-09-06,Gold,Premium,45-54,Mobile,St Kilda,8,1641.86,True,3182,VIC,Australia,nl,Organic,Active,Tablet,example.net,3-4,Essential only
CUS00392,2016-09-20,Gold,Mainstream,35-44,Mobile,Southbank,12,5912.66,True,3006,VIC,Australia,hi,Paid Search,Active,Mobile,mail.test,1,Monthly
CUS00393,2016-11-26,Bronze,Premium,35-44,Mobile,St Kilda,1,1679.63,True,3182,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,5+,Monthly
CUS00394,2016-06-12,Platinum,Premium,25-34,Mobile,Footscray,14,13150.48,True,3011,VIC,Australia,ja,Organic,Active,Mobile,inbox.example,3-4,Quarterly
CUS00395,2017-11-21,Bronze,Small Business,25-34,Mobile,Docklands,4,3039.66,True,3008,VIC,Australia,ja,Paid Search,Active,Tablet,mail.test,3-4,Weekly
CUS00396,2015-06-11,Bronze,Small Business,55+,Web,Southbank,11,3074.12,True,3006,VIC,Australia,pl,Paid Search,Active,Tablet,inbox.example,5+,Monthly
CUS00397,2013-03-14,Platinum,Premium,55+,Mobile,Carlton,12,8897.98,True,3053,VIC,Australia,ar,Paid Search,Active,Tablet,inbox.example,1,Essential only
CUS00398,2014-05-14,Platinum,Premium,18-24,Mobile,Carlton,15,14039.2,True,3053,VIC,Australia,pt,Store,Active,Desktop,mail.test,2,Monthly
CUS00399,2016-02-03,Silver,Mainstream,35-44,Store,Footscray,13,8984.89,True,3011,VIC,Australia,ru,Paid Search,Active,Tablet,inbox.example,5+,Weekly
CUS00400,2016-10-13,Silver,Mainstream,18-24,Web,Brunswick,7,990.18,True,3056,VIC,Australia,zh,Paid Search,Active,Desktop,mail.test,5+,Monthly
CUS00401,2014-09-27,Platinum,Value,25-34,Store,Footscray,14,10948.83,True,3011,VIC,Australia,en,Social,Active,Tablet,example.net,5+,Quarterly
CUS00402,2015-02-12,Bronze,Mainstream,35-44,Mobile,Southbank,11,1620.43,True,3006,VIC,Australia,ar,Organic,Active,Desktop,inbox.example,3-4,Essential only
CUS00403,2016-02-06,Bronze,Small Business,18-24,Web,Hawthorn,5,3223.96,True,3122,VIC,Australia,ja,Paid Search,Active,Desktop,mail.test,2,Essential only
CUS00404,2014-10-14,Bronze,Premium,18-24,Mobile,Carlton,21,4498.23,True,3053,VIC,Australia,ru,Referral,Active,Desktop,mail.test,5+,Weekly
CUS00405,2015-01-09,Gold,Small Business,18-24,Mobile,Carlton,21,11568.97,True,3053,VIC,Australia,ar,Organic,Active,Desktop,example.net,5+,Weekly
CUS00406,2013-06-21,Silver,Mainstream,25-34,Mobile,Brunswick,21,4132.0,False,3056,VIC,Australia,ar,Referral,Active,Mobile,inbox.example,2,Weekly
CUS00407,2014-07-01,Silver,Value,45-54,Store,Footscray,10,6102.89,True,3011,VIC,Australia,ja,Paid Search,Active,Tablet,inbox.example,1,Monthly
CUS00408,2014-08-25,Bronze,Value,45-54,Store,St Kilda,17,10757.27,True,3182,VIC,Australia,de,Store,Active,Mobile,inbox.example,2,Essential only
CUS00409,2013-06-10,Gold,Premium,35-44,Web,Hawthorn,5,4644.09,True,3122,VIC,Australia,fr,Social,Active,Mobile,inbox.example,2,Quarterly
CUS00410,2015-01-07,Gold,Value,18-24,Web,Hawthorn,0,593.92,True,3122,VIC,Australia,pl,Organic,Active,Desktop,mail.test,2,Monthly
CUS00411,2017-12-21,Bronze,Premium,25-34,Mobile,Melbourne,13,4275.25,True,3000,VIC,Australia,es,Organic,Active,Desktop,inbox.example,2,Quarterly
CUS00412,2014-06-12,Gold,Mainstream,45-54,Mobile,Northcote,17,10221.34,False,3070,VIC,Australia,ru,Referral,Active,Mobile,example.net,2,Essential only
CUS00413,2017-11-20,Gold,Value,45-54,Mobile,Southbank,17,7496.18,False,3006,VIC,Australia,de,Paid Search,Active,Tablet,inbox.example,3-4,Weekly
CUS00414,2015-09-21,Platinum,Mainstream,25-34,Store,Hawthorn,2,1053.67,False,3122,VIC,Australia,nl,Referral,Active,Mobile,mail.test,5+,Essential only
CUS00415,2013-05-26,Bronze,Mainstream,18-24,Web,Southbank,4,1171.91,False,3006,VIC,Australia,nl,Paid Search,Active,Desktop,example.net,2,Essential only
CUS00416,2013-06-12,Silver,Value,45-54,Web,Carlton,21,2427.85,True,3053,VIC,Australia,de,Social,Active,Tablet,inbox.example,1,Weekly
CUS00417,2014-07-25,Bronze,Mainstream,45-54,Store,Docklands,0,747.1,True,3008,VIC,Australia,it,Referral,Active,Tablet,inbox.example,1,Essential only
CUS00418,2015-06-26,Bronze,Small Business,45-54,Store,Footscray,8,6044.63,True,3011,VIC,Australia,en,Organic,Active,Desktop,mail.test,2,Weekly
CUS00419,2014-08-08,Bronze,Premium,25-34,Store,Richmond,2,2194.88,False,3121,VIC,Australia,hi,Referral,Active,Mobile,example.net,1,Essential only
CUS00420,2013-11-19,Gold,Mainstream,25-34,Web,Richmond,0,755.11,True,3121,VIC,Australia,nl,Social,Active,Tablet,inbox.example,5+,Monthly
CUS00421,2016-10-20,Bronze,Small Business,25-34,Store,St Kilda,21,17147.92,False,3182,VIC,Australia,it,Store,Active,Tablet,mail.test,5+,Essential only
CUS00422,2014-06-09,Silver,Mainstream,45-54,Web,Hawthorn,3,2522.96,True,3122,VIC,Australia,pl,Referral,Active,Mobile,inbox.example,2,Monthly
CUS00423,2017-04-06,Bronze,Value,45-54,Mobile,Southbank,20,10687.66,False,3006,VIC,Australia,de,Paid Search,Active,Tablet,inbox.example,2,Weekly
CUS00424,2013-10-07,Bronze,Small Business,18-24,Mobile,Southbank,11,2254.79,True,3006,VIC,Australia,nl,Social,Active,Mobile,example.net,1,Essential only
CUS00425,2017-10-06,Bronze,Premium,55+,Store,Brunswick,3,1628.68,True,3056,VIC,Australia,de,Referral,Active,Tablet,inbox.example,5+,Essential only
CUS00426,2017-02-17,Bronze,Value,45-54,Store,Footscray,11,4022.33,True,3011,VIC,Australia,ru,Referral,Active,Tablet,example.net,3-4,Quarterly
CUS00427,2016-04-24,Bronze,Small Business,18-24,Store,Richmond,17,6998.41,False,3121,VIC,Australia,de,Store,Active,Tablet,inbox.example,3-4,Weekly
CUS00428,2016-07-15,Bronze,Value,45-54,Web,Brunswick,19,4610.37,True,3056,VIC,Australia,nl,Store,Active,Desktop,mail.test,1,Monthly
CUS00429,2014-11-11,Gold,Value,25-34,Store,Brunswick,5,523.49,True,3056,VIC,Australia,es,Referral,Active,Tablet,mail.test,3-4,Weekly
CUS00430,2015-12-26,Gold,Small Business,25-34,Mobile,Northcote,15,3599.78,False,3070,VIC,Australia,fr,Social,Active,Desktop,example.net,3-4,Weekly
CUS00431,2016-09-02,Silver,Premium,55+,Store,Richmond,1,761.55,False,3121,VIC,Australia,pt,Organic,Active,Tablet,mail.test,1,Monthly
CUS00432,2016-12-19,Silver,Premium,45-54,Web,Richmond,10,6040.43,False,3121,VIC,Australia,nl,Social,Active,Tablet,example.net,5+,Essential only
CUS00433,2016-05-11,Gold,Mainstream,55+,Mobile,Footscray,6,4791.71,True,3011,VIC,Australia,es,Organic,Active,Desktop,example.net,3-4,Quarterly
CUS00434,2016-10-16,Bronze,Premium,35-44,Mobile,Hawthorn,7,6537.79,False,3122,VIC,Australia,pt,Referral,Active,Mobile,mail.test,2,Monthly
CUS00435,2014-01-26,Silver,Value,18-24,Store,St Kilda,12,1251.87,True,3182,VIC,Australia,pt,Organic,Active,Desktop,mail.test,3-4,Monthly
CUS00436,2017-06-21,Gold,Value,35-44,Store,Northcote,15,8716.56,True,3070,VIC,Australia,es,Social,Active,Mobile,inbox.example,5+,Quarterly
CUS00437,2016-07-03,Bronze,Premium,25-34,Web,Brunswick,5,2090.43,True,3056,VIC,Australia,en,Store,Active,Tablet,inbox.example,2,Monthly
CUS00438,2014-11-03,Silver,Small Business,55+,Mobile,Carlton,21,18260.69,True,3053,VIC,Australia,ar,Store,Dormant,Desktop,mail.test,5+,Monthly
CUS00439,2013-08-02,Bronze,Mainstream,55+,Mobile,St Kilda,8,5238.18,False,3182,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,2,Monthly
CUS00440,2017-02-15,Bronze,Mainstream,55+,Mobile,Northcote,1,1695.92,False,3070,VIC,Australia,it,Social,Active,Mobile,mail.test,2,Essential only
CUS00441,2015-03-24,Gold,Premium,25-34,Store,St Kilda,8,7730.77,True,3182,VIC,Australia,nl,Social,Active,Tablet,example.net,1,Weekly
CUS00442,2014-12-22,Bronze,Value,45-54,Web,Melbourne,1,407.93,True,3000,VIC,Australia,de,Store,Active,Desktop,inbox.example,3-4,Monthly
CUS00443,2015-06-05,Gold,Premium,18-24,Store,Footscray,15,12995.43,False,3011,VIC,Australia,fr,Organic,Active,Mobile,example.net,1,Monthly
CUS00444,2014-04-15,Bronze,Value,25-34,Web,Brunswick,0,121.32,False,3056,VIC,Australia,de,Store,Active,Mobile,mail.test,2,Weekly
CUS00445,2014-01-07,Platinum,Premium,25-34,Web,Docklands,9,7056.55,True,3008,VIC,Australia,ja,Organic,Active,Desktop,mail.test,5+,Weekly
CUS00446,2015-07-08,Silver,Premium,55+,Mobile,Carlton,15,3597.19,False,3053,VIC,Australia,hi,Store,Active,Mobile,example.net,2,Weekly
CUS00447,2014-08-20,Bronze,Mainstream,18-24,Web,Northcote,3,2918.02,True,3070,VIC,Australia,de,Organic,Active,Mobile,inbox.example,2,Weekly
CUS00448,2017-06-19,Bronze,Mainstream,45-54,Mobile,Footscray,10,7453.0,True,3011,VIC,Australia,fr,Paid Search,Active,Tablet,example.net,1,Essential only
CUS00449,2013-08-22,Bronze,Value,45-54,Store,Docklands,11,9626.05,True,3008,VIC,Australia,ru,Referral,Active,Desktop,example.net,3-4,Essential only
CUS00450,2014-04-22,Bronze,Small Business,55+,Mobile,Docklands,18,3695.01,False,3008,VIC,Australia,en,Social,Active,Mobile,inbox.example,3-4,Essential only
CUS00451,2016-12-27,Bronze,Premium,35-44,Web,St Kilda,10,3706.79,True,3182,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,1,Monthly
CUS00452,2016-12-11,Silver,Value,25-34,Web,Footscray,13,12427.76,True,3011,VIC,Australia,de,Social,Dormant,Tablet,mail.test,1,Essential only
CUS00453,2014-07-13,Gold,Small Business,45-54,Store,Footscray,10,8030.39,True,3011,VIC,Australia,ru,Store,Active,Desktop,example.net,1,Quarterly
CUS00454,2015-04-22,Bronze,Value,55+,Store,Northcote,2,2389.66,True,3070,VIC,Australia,hi,Store,Active,Mobile,mail.test,1,Essential only
CUS00455,2015-05-12,Silver,Small Business,35-44,Store,Footscray,12,4878.22,True,3011,VIC,Australia,es,Paid Search,Dormant,Desktop,inbox.example,1,Quarterly
CUS00456,2013-08-11,Gold,Value,25-34,Mobile,Melbourne,13,8309.73,True,3000,VIC,Australia,fr,Paid Search,Active,Tablet,example.net,5+,Quarterly
CUS00457,2017-04-05,Gold,Value,35-44,Store,Carlton,0,206.66,True,3053,VIC,Australia,ja,Paid Search,Active,Desktop,inbox.example,3-4,Essential only
CUS00458,2013-04-17,Silver,Small Business,25-34,Web,Footscray,6,3774.45,False,3011,VIC,Australia,fr,Referral,Active,Tablet,example.net,2,Monthly
CUS00459,2013-04-26,Bronze,Mainstream,25-34,Mobile,Footscray,17,9262.77,False,3011,VIC,Australia,it,Social,Active,Mobile,example.net,2,Monthly
CUS00460,2013-09-18,Bronze,Value,45-54,Mobile,Southbank,21,1895.66,True,3006,VIC,Australia,ru,Store,Active,Desktop,example.net,2,Essential only
CUS00461,2017-07-26,Bronze,Premium,55+,Store,Docklands,17,2158.37,True,3008,VIC,Australia,es,Organic,Active,Desktop,mail.test,1,Monthly
CUS00462,2015-10-05,Bronze,Mainstream,45-54,Store,Docklands,17,12194.24,True,3008,VIC,Australia,ru,Paid Search,Active,Mobile,mail.test,1,Essential only
CUS00463,2017-01-06,Gold,Small Business,18-24,Web,Southbank,15,12299.77,True,3006,VIC,Australia,ru,Paid Search,Active,Mobile,inbox.example,1,Essential only
CUS00464,2017-03-06,Bronze,Value,45-54,Web,Hawthorn,13,4725.0,True,3122,VIC,Australia,ru,Social,Active,Mobile,example.net,5+,Monthly
CUS00465,2016-12-05,Silver,Value,45-54,Mobile,Richmond,10,5484.55,True,3121,VIC,Australia,fr,Paid Search,Active,Mobile,example.net,5+,Weekly
CUS00466,2017-09-21,Silver,Value,45-54,Mobile,Docklands,6,3503.55,True,3008,VIC,Australia,it,Social,Active,Desktop,mail.test,3-4,Quarterly
CUS00467,2015-05-10,Bronze,Small Business,35-44,Web,St Kilda,20,16512.52,False,3182,VIC,Australia,de,Organic,Active,Mobile,example.net,2,Monthly
CUS00468,2017-12-08,Gold,Value,35-44,Mobile,Docklands,21,9947.5,True,3008,VIC,Australia,it,Paid Search,Active,Desktop,mail.test,2,Essential only
CUS00469,2017-04-20,Silver,Premium,45-54,Web,Brunswick,7,4463.02,True,3056,VIC,Australia,fr,Paid Search,Active,Mobile,inbox.example,5+,Monthly
CUS00470,2015-01-25,Bronze,Mainstream,25-34,Web,Northcote,18,15864.0,False,3070,VIC,Australia,pl,Referral,Active,Tablet,example.net,3-4,Monthly
CUS00471,2015-05-05,Bronze,Value,25-34,Mobile,Footscray,20,13918.06,True,3011,VIC,Australia,ar,Social,Active,Desktop,mail.test,3-4,Weekly
CUS00472,2014-07-24,Silver,Value,18-24,Mobile,Brunswick,17,4540.62,True,3056,VIC,Australia,ar,Referral,Active,Tablet,mail.test,5+,Monthly
CUS00473,2014-04-12,Silver,Small Business,18-24,Store,Footscray,10,889.46,True,3011,VIC,Australia,zh,Organic,Active,Mobile,mail.test,5+,Quarterly
CUS00474,2014-05-04,Silver,Premium,45-54,Mobile,Hawthorn,7,4251.91,False,3122,VIC,Australia,hi,Paid Search,Active,Tablet,example.net,1,Weekly
CUS00475,2017-04-04,Gold,Mainstream,55+,Web,Richmond,11,7316.7,True,3121,VIC,Australia,ru,Organic,Dormant,Tablet,inbox.example,5+,Essential only
CUS00476,2016-12-15,Silver,Value,18-24,Mobile,Melbourne,17,10875.69,True,3000,VIC,Australia,zh,Referral,Active,Mobile,example.net,3-4,Quarterly
CUS00477,2015-01-13,Bronze,Premium,55+,Web,Richmond,2,847.42,False,3121,VIC,Australia,ja,Store,Active,Desktop,inbox.example,5+,Quarterly
CUS00478,2015-10-22,Bronze,Small Business,35-44,Mobile,Footscray,5,2152.32,True,3011,VIC,Australia,zh,Referral,Active,Mobile,inbox.example,2,Weekly
CUS00479,2016-12-15,Silver,Value,45-54,Mobile,Southbank,18,12572.37,True,3006,VIC,Australia,ja,Store,Active,Tablet,inbox.example,1,Quarterly
CUS00480,2016-12-14,Bronze,Mainstream,45-54,Store,Northcote,8,6893.28,True,3070,VIC,Australia,de,Paid Search,Active,Tablet,inbox.example,3-4,Essential only
CUS00481,2017-09-22,Bronze,Value,18-24,Mobile,Carlton,11,8509.38,True,3053,VIC,Australia,nl,Social,Active,Tablet,inbox.example,1,Weekly
CUS00482,2016-08-01,Bronze,Small Business,35-44,Store,Docklands,11,1576.59,False,3008,VIC,Australia,de,Referral,Active,Mobile,example.net,5+,Quarterly
CUS00483,2013-11-10,Bronze,Premium,25-34,Mobile,Hawthorn,16,1404.69,True,3122,VIC,Australia,en,Store,Active,Tablet,example.net,1,Quarterly
CUS00484,2017-04-17,Bronze,Mainstream,55+,Store,Footscray,19,7944.31,False,3011,VIC,Australia,es,Paid Search,Active,Mobile,inbox.example,3-4,Weekly
CUS00485,2017-06-01,Bronze,Small Business,25-34,Mobile,Hawthorn,2,2374.63,True,3122,VIC,Australia,it,Organic,Active,Desktop,mail.test,2,Weekly
CUS00486,2017-04-25,Bronze,Value,25-34,Store,Hawthorn,21,5036.52,True,3122,VIC,Australia,nl,Social,Active,Mobile,example.net,2,Essential only
CUS00487,2017-04-18,Bronze,Small Business,18-24,Store,Southbank,5,2603.88,False,3006,VIC,Australia,it,Social,Active,Desktop,inbox.example,2,Weekly
CUS00488,2017-12-11,Bronze,Mainstream,35-44,Web,Hawthorn,1,881.3,True,3122,VIC,Australia,es,Store,Active,Tablet,example.net,2,Quarterly
CUS00489,2016-09-18,Bronze,Mainstream,45-54,Web,Southbank,6,3524.11,True,3006,VIC,Australia,it,Paid Search,Active,Tablet,mail.test,3-4,Quarterly
CUS00490,2013-03-18,Bronze,Mainstream,35-44,Web,Carlton,7,4285.89,True,3053,VIC,Australia,ja,Paid Search,Active,Tablet,inbox.example,2,Essential only
CUS00491,2016-02-03,Silver,Premium,25-34,Mobile,Southbank,8,2418.29,True,3006,VIC,Australia,de,Paid Search,Active,Desktop,mail.test,2,Essential only
CUS00492,2017-07-24,Bronze,Value,45-54,Store,Northcote,19,17173.5,False,3070,VIC,Australia,it,Organic,Active,Mobile,inbox.example,5+,Quarterly
CUS00493,2013-01-09,Bronze,Value,45-54,Web,Southbank,0,169.48,True,3006,VIC,Australia,hi,Store,Active,Tablet,mail.test,3-4,Quarterly
CUS00494,2017-11-12,Silver,Premium,35-44,Mobile,Brunswick,4,4127.0,True,3056,VIC,Australia,es,Social,Active,Tablet,mail.test,3-4,Weekly
CUS00495,2016-07-03,Silver,Small Business,18-24,Mobile,Northcote,18,11599.21,True,3070,VIC,Australia,it,Organic,Dormant,Tablet,example.net,5+,Quarterly
CUS00496,2014-08-22,Bronze,Value,45-54,Mobile,Melbourne,16,10081.12,True,3000,VIC,Australia,pt,Social,Active,Tablet,inbox.example,1,Weekly
CUS00497,2016-07-12,Bronze,Premium,45-54,Mobile,Hawthorn,12,5497.44,True,3122,VIC,Australia,de,Organic,Active,Mobile,mail.test,1,Essential only
CUS00498,2016-09-16,Platinum,Premium,35-44,Store,Brunswick,20,2672.48,False,3056,VIC,Australia,it,Organic,Active,Tablet,example.net,3-4,Essential only
CUS00499,2017-05-08,Silver,Premium,55+,Web,Melbourne,12,2157.25,True,3000,VIC,Australia,pl,Referral,Active,Mobile,inbox.example,5+,Quarterly
